###	N.B.: File summary located at bottom of TSV file.					Suggested command to download: 			cut -f 1 ./metadata_2023-10-04-17h-48m.tsv | tail -n +3 | grep -v ^# | xargs -n 1 curl -O -L --user <access_key_id>:<access_key_secret>
File Download URL	Experiment Set Accession	Experiment Accession	File Accession	Size (MB)	md5sum	File Type	File Format	Related File Relationship	Related File	Paired End	File Status	Experiment Type	Replicate Info	Assay Details	Biosource	Dataset	Condition	In Experiment As	Generating Lab	Experimental Lab	Contributing Lab	Notes	Open Data URL
https://data.4dnucleome.org/files-processed/4DNFIAYH82O4/@@download/4DNFIAYH82O4.bed.gz	4DNESTAJJM3X	N/A	4DNFIAYH82O4	0.01	f707e374812ffbbed20d1df965a708f5	LADs	bed	N/A	N/A	N/A	released	DamID-seq	merged replicates	LMNB1 protein	K562 (Tier 2)	DamID-seq on K562 cells (2018-10-22)	LaminB1-Dam	10 kb binned files	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/b7409f77-dee1-44ef-9d46-9ed04612a835/4DNFIAYH82O4.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIB1YEI6V/@@download/4DNFIB1YEI6V.bed.gz	N/A	4DNEXD78MEMN	4DNFIB1YEI6V	0.00	7a94330b9a780ee0caad6da430a34c83	LADs	bed	N/A	N/A	N/A	released	pA-DamID	Biorep 5, Techrep 1	LMNB2 protein	HAP-1 (Tier 2)	pADamID on Hap1	LaminB2 antibody	80kb binned files	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/bb70157c-b6f0-429d-a8b3-ba8cfeb5ed6a/4DNFIB1YEI6V.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIB4GJ5WT/@@download/4DNFIB4GJ5WT.bed.gz	N/A	4DNEXTTYNWII	4DNFIB4GJ5WT	0.00	302b440869041fe3c62339cdf8d906c8	LADs	bed	N/A	N/A	N/A	released	DamID-seq	Biorep 3, Techrep 1	LMNB1 protein	H1-hESC (Tier 1)	DamID-seq on H1-hESC cells (2017-12-14)	LaminB1-Dam	20 kb binned files	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/2eab3194-c7ba-40ff-8c5e-206c365045d2/4DNFIB4GJ5WT.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIB6IMW7G/@@download/4DNFIB6IMW7G.bed.gz	N/A	4DNEX1PST7JA	4DNFIB6IMW7G	0.01	57e2723cbff9c9a5443065c924a43338	LADs	bed	N/A	N/A	N/A	released	DamID-seq	Biorep 1, Techrep 1	LMNB1 protein	U2OS	DamID-seq on U2OS cells (2020-07-01)	LaminB1-Dam	20kb binned files	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/5a04b7f1-e48a-40ae-bcf9-69de57366691/4DNFIB6IMW7G.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIB6J3QDN/@@download/4DNFIB6J3QDN.bed.gz	N/A	4DNEXMRJPX7X	4DNFIB6J3QDN	0.01	282c8e2cba70e49d9edd114cb7bd0ac5	LADs	bed	N/A	N/A	N/A	released	DamID-seq	Biorep 2, Techrep 1	LMNB1 protein	HCT116 (Tier 2)	DamID-seq on HCT116 cells (2018-10-22)	LaminB1-Dam	25 kb binned files	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/aa685fe0-19f6-4c4d-81dd-73946a833d84/4DNFIB6J3QDN.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIBAIA9HZ/@@download/4DNFIBAIA9HZ.bed.gz	N/A	4DNEX616ULW1	4DNFIBAIA9HZ	0.00	da8c745828f05fb0744ea721614a1d22	LADs	bed	N/A	N/A	N/A	released	pA-DamID	Biorep 3, Techrep 1	LMNB2 protein	HAP-1 (Tier 2)	pADamID on Hap1	LaminB2 antibody - S sorted cells	80kb binned files	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/07f3368f-d343-42ed-b3de-378ecf8e4a50/4DNFIBAIA9HZ.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIBC81VVR/@@download/4DNFIBC81VVR.bed.gz	N/A	4DNEXV4IOIR9	4DNFIBC81VVR	0.02	9901608648cea871ab607b2318cd3a8c	LADs	bed	N/A	N/A	N/A	released	DamID-seq	Biorep 1, Techrep 1	LMNB1 protein	HAP-1 (Tier 2)	DamID-seq on HAP-1 cells (2018-10-22)	LaminB1-Dam	processed file	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/8b3b78c4-2873-4d34-a248-4df59401acec/4DNFIBC81VVR.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIBJMRCVQ/@@download/4DNFIBJMRCVQ.bed.gz	N/A	4DNEXMRJPX7X	4DNFIBJMRCVQ	0.00	0635c549d49e49e57ff3aa632e1d4a37	LADs	bed	N/A	N/A	N/A	released	DamID-seq	Biorep 2, Techrep 1	LMNB1 protein	HCT116 (Tier 2)	DamID-seq on HCT116 cells (2018-10-22)	LaminB1-Dam	80 kb binned files	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/a326040b-24e8-4c2a-b1e0-c5e0de0393ac/4DNFIBJMRCVQ.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIBMFW344/@@download/4DNFIBMFW344.bed.gz	4DNES8MY5YM8	N/A	4DNFIBMFW344	0.00	e757a6c199ddbe1d7e5ad06efba7fb2b	LADs	bed	N/A	N/A	N/A	released	pA-DamID	merged replicates	LMNB2 protein	HAP-1 (Tier 2)	pADamID on Hap1	LaminB2 antibody	processed file	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/7db4e69e-5e82-4c98-b9a5-4c255cba7966/4DNFIBMFW344.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIBMOKXD8/@@download/4DNFIBMOKXD8.bed.gz	N/A	4DNEXTTYNWII	4DNFIBMOKXD8	0.00	9420e92913d440a7b0b440c68ee84c85	LADs	bed	N/A	N/A	N/A	released	DamID-seq	Biorep 3, Techrep 1	LMNB1 protein	H1-hESC (Tier 1)	DamID-seq on H1-hESC cells (2017-12-14)	LaminB1-Dam	50 kb binned files	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/f1ae83c7-a426-47b2-bb8c-3f98d9ba1f10/4DNFIBMOKXD8.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIBQH62LX/@@download/4DNFIBQH62LX.bed.gz	4DNESMZMBW74	N/A	4DNFIBQH62LX	0.00	ad48c4d51f8fe2ae362d39daa473c598	LADs	bed	N/A	N/A	N/A	released	pA-DamID	merged replicates	LMNB2 protein	HCT116 (Tier 2)	pADamID on HCT116	LaminB2 antibody	processed file	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/ba9315f7-edbe-48d7-a505-4bcdf634cea5/4DNFIBQH62LX.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIBR48BFR/@@download/4DNFIBR48BFR.bed.gz	N/A	4DNEXTM373ED	4DNFIBR48BFR	0.01	7eb525c84dccbc5780e262d011288671	LADs	bed	N/A	N/A	N/A	released	pA-DamID	Biorep 2, Techrep 1	LMNB2 protein	RPE-hTERT (Tier 2)	pADamID on RPE	LaminB2 antibody - synchronized 3h after mitotic shakeoff	processed file	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/794ffa8e-b91e-44b3-ad8f-31494971aecf/4DNFIBR48BFR.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIBRVVQ3W/@@download/4DNFIBRVVQ3W.bed.gz	N/A	4DNEXX3XWZO3	4DNFIBRVVQ3W	0.01	cbb3ba809c4ce444a4930846f74ff9b6	LADs	bed	N/A	N/A	N/A	released	DamID-seq	Biorep 2, Techrep 1	LMNB1 protein	RPE-hTERT (Tier 2)	DamID-seq on RPE cells (2018-10-22)	LaminB1-Dam	10 kb binned files	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/dd4a3b9e-1617-40c0-afbc-387f093769ec/4DNFIBRVVQ3W.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIBUEESMF/@@download/4DNFIBUEESMF.bed.gz	4DNES7YUHPFR	N/A	4DNFIBUEESMF	0.01	8aa539f4f64c1724b6418d28b121d739	LADs	bed	N/A	N/A	N/A	released	pA-DamID	merged replicates	H3K27me3	K562 (Tier 2)	pADamID on K562	H3K27me3 antibody	80kb binned files	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/8138a1d2-3454-4368-b248-6d7ae2b8043c/4DNFIBUEESMF.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIBWIL1A8/@@download/4DNFIBWIL1A8.bed.gz	4DNES7OO2DX5	N/A	4DNFIBWIL1A8	0.00	571fc4d6cd00381be22a0cc5ac30aee9	LADs	bed	N/A	N/A	N/A	released	pA-DamID	merged replicates	LMNB2 protein	HAP-1 (Tier 2)	pADamID on Hap1	LaminB2 antibody - S sorted cells	processed file	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/534a651f-8d55-43a1-8391-69d06bb531b7/4DNFIBWIL1A8.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIBYBWBHR/@@download/4DNFIBYBWBHR.bed.gz	4DNES24XA7U8	N/A	4DNFIBYBWBHR	0.02	6c3fec765adc09b6bc6203d19b350a12	LADs	bed	N/A	N/A	N/A	released	DamID-seq	merged replicates	LMNB1 protein	HCT116 (Tier 2)	DamID-seq on HCT116 cells (2018-10-22)	LaminB1-Dam	2 kb binned files	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/b53c750c-45ee-4eef-a75b-2900e2845900/4DNFIBYBWBHR.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIC2T8L7T/@@download/4DNFIC2T8L7T.bed.gz	N/A	4DNEXMRJPX7X	4DNFIC2T8L7T	0.01	45b7584ed3f05102ae5169e694484b39	LADs	bed	N/A	N/A	N/A	released	DamID-seq	Biorep 2, Techrep 1	LMNB1 protein	HCT116 (Tier 2)	DamID-seq on HCT116 cells (2018-10-22)	LaminB1-Dam	processed file	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/9c4a353c-8182-4dc8-9a6c-d23c162daf3d/4DNFIC2T8L7T.bed.gz
